feature,auc,auc_nonmissing,strength,se,n_nonmissing,mean_none,mean_family
prim_refund_last_days,0.592211594614644,0.6213661000246367,0.09221159461464401,0.017942063193884826,774,53.00275632339657,36.992647722888606
min_raw_sub_refunds_45d,0.5917992487018009,0.5917992487018009,0.0917992487018009,0.016201061842836078,1685,0.8852040816326531,0.576952822892498
prim_raw_sub_refunds_45d,0.5917992487018009,0.5917992487018009,0.0917992487018009,0.014890272516212041,1685,0.8852040816326531,0.576952822892498
max_raw_sub_refunds_45d,0.5917992487018009,0.5917992487018009,0.0917992487018009,0.01442700286311142,1685,0.8852040816326531,0.576952822892498
min_n_refunds,0.5912931878087662,0.5912931878087662,0.09129318780876616,0.011645029136479041,1685,0.5357142857142857,0.32559938128383603
stream_activity_ratio60,0.41194540461196083,0.4102859918635011,0.08805459538803917,0.015320537769382485,1673,1.1004604236959536,1.2185449406614912
n_ended_recent120,0.5874271982574933,0.5874271982574933,0.08742719825749334,0.014677886041704977,1685,0.5229591836734694,0.2853828306264501
min_amt_last_logdev,0.5855746010701265,0.5855746010701265,0.08557460107012649,0.017737688871362584,1685,0.008899793343701288,0.00609632671290766
max_refund_last_days,0.5841106744321859,0.6178091894555309,0.0841106744321859,0.015885749767820208,774,56.92408931797652,40.86067263345258
prim_family_description_share,0.4164220212446928,0.4164220212446928,0.0835779787553072,0.016743204672434397,1685,0.6025570369769572,0.7093132181767275
raw_refunds_last45,0.5833885758479724,0.5833885758479724,0.08338857584797243,0.015033718044662562,1685,1.1173469387755102,0.8020108275328693
stream_last_days,0.5827611787174267,0.5827611787174267,0.08276117871742672,0.016868292223321788,1685,13.139041330073695,9.829872192861849
max_amount_cv,0.57971297567751,0.57971297567751,0.07971297567751001,0.015325575108131059,1685,0.02046291975822389,0.01881550138259705
max_gap_recent_minus_all,0.42164243887810343,0.42164243887810343,0.07835756112189657,0.017521051395483312,1685,0.002686864585994067,0.01287355649505283
min_overdue,0.577428303107786,0.577428303107786,0.07742830310778603,0.015492413540114457,1685,0.5015101214647146,0.3910178367155924
n_families_all,0.4243226873115835,0.4243226873115835,0.07567731268841649,0.016273802473013407,1685,2.461734693877551,2.7339520494972933
prim_amt_last3_changes,0.5755224363527314,0.5755224363527314,0.07552243635273137,0.014716973310152304,1685,1.7755102040816326,1.5166279969064191
min_last_desc_specific,0.4263173366794514,0.4263173366794514,0.07368266332054862,0.013548530865302718,1685,0.40561224489795916,0.5529775715390565
min_days_since_last,0.5725965560238017,0.5725965560238017,0.07259655602380166,0.017478560385555293,1685,13.979857361347316,10.97047955873507
max_median_amount,0.4281876903893808,0.4281876903893808,0.07181230961061918,0.016939300858594675,1685,56.0344387755102,63.62460556844547
max_phase,0.4289640450147576,0.4289640450147576,0.0710359549852424,0.015049862635561942,1685,0.5128099002663298,0.5828916256510932
prim_phase,0.43084031756554125,0.43084031756554125,0.06915968243445875,0.017158223367228775,1685,0.5087092281464755,0.5770590840390606
prim_refund_rate,0.5691547500670803,0.5691547500670803,0.06915475006708027,0.014908544497730093,1685,0.12003468301076646,0.10023268340314417
n_streams,0.43107411177928245,0.43107411177928245,0.06892588822071755,0.017340057743958345,1685,3.2372448979591835,3.6133023975251355
max_missed_last3,0.5688578215508941,0.5688578215508941,0.06885782155089415,0.010748070008363184,1685,0.38010204081632654,0.2026295436968291
max_gap_trend,0.4311559890777657,0.42510237918350335,0.0688440109222343,0.016494800505542622,1622,0.003860715338824566,0.007908858206017727
prim_n_partial_refunds,0.5683764224947518,0.5683764224947518,0.06837642249475184,0.010091589563312417,1685,0.2857142857142857,0.08816705336426914
min_refund_last2_full,0.5681613712770491,0.5681613712770491,0.06816137127704913,0.010396141908262905,1685,0.22448979591836735,0.08816705336426914
max_n_partial_refunds,0.56691052290986,0.56691052290986,0.06691052290985999,0.010912784170758364,1685,0.3826530612244898,0.19953596287703015
min_last_dom,0.5644206638571901,0.5644206638571901,0.06442066385719014,0.016032360661322492,1685,15.943877551020408,14.03016241299304
prim_n_refunds,0.5640349527281912,0.5640349527281912,0.06403495272819115,0.013124841882584524,1685,0.7704081632653061,0.7138437741686001
max_last_gap_late,0.43627677289013056,0.43627677289013056,0.06372322710986944,0.017301463374450765,1685,0.0050940463801294,0.04024514390770464
prim_amt_last_logdev,0.5635427024638162,0.5635427024638162,0.06354270246381621,0.018103135898623897,1685,0.012147048004839187,0.009913323960168743
min_next_dom,0.5633907855485581,0.5633907855485581,0.06339078554855815,0.016963050784256997,1685,13.966836734693878,12.133023975251353
min_days_to_next,0.5633059488296478,0.5633059488296478,0.0633059488296478,0.016218086109847114,1685,13.573625689425073,11.742109120409157
prim_days_to_next,0.5633059488296478,0.5633059488296478,0.0633059488296478,0.015509584349176165,1685,13.573625689425073,11.742109120409157
prim_next_dom,0.5621616395978345,0.5621616395978345,0.062161639597834495,0.01813047315509743,1685,13.98469387755102,12.187161639597834
max_expected_minus_actual,0.43874492952633487,0.43874492952633487,0.06125507047366513,0.016121759246708865,1685,0.4137892442269894,0.6304935751994677
min_family_description_share,0.43886823871079755,0.43886823871079755,0.061131761289202446,0.01843154536536214,1685,0.50552154407384,0.5869245053223121
max_amt_first_last,0.4413807866534084,0.4413807866534084,0.05861921334659159,0.016837635165112,1685,0.00968909888073188,0.02228417133370204
prim_missed_last3,0.5577747920513914,0.5577747920513914,0.057774792051391355,0.00957994201745597,1685,0.25255102040816324,0.1136890951276102
raw_n_fee,0.4423781113373424,0.4423781113373424,0.057621888662657605,0.016736226973511844,1685,1.8341836734693877,2.1399845320959012
min_gap_recent_minus_all,0.5566216045582966,0.5566216045582966,0.05662160455829657,0.015564753193619107,1685,-0.022075703542547252,-0.02199976918225108
prim_refund_last2_full,0.5564617958552329,0.5564617958552329,0.05646179585523292,0.012960163090850015,1685,0.3163265306122449,0.2034029389017788
live_has_software,0.4454342061650647,0.4454342061650647,0.05456579383493532,0.011837926744371953,1685,0.17857142857142858,0.2877030162412993
live_has_gym,0.4469809965749641,0.4469809965749641,0.053019003425035904,0.01145507584159204,1685,0.17857142857142858,0.2846094354215004
min_first_dom,0.5528582082484966,0.5528582082484966,0.05285820824849663,0.01636376731007944,1685,13.915816326530612,12.252900232018561
min_n_partial_refunds,0.5527398314314125,0.5527398314314125,0.052739831431412476,0.007922624697308435,1685,0.15816326530612246,0.0069605568445475635
raw_currency_n,0.4477849724576605,0.4477849724576605,0.052215027542339476,0.014440252229711919,1685,3.4081632653061225,3.5784996133023976
prim_last_dom,0.5514662941742824,0.5514662941742824,0.05146629417428239,0.01704929566030288,1685,16.510204081632654,15.0
max_amt_trend,0.4515089098284325,0.4515089098284325,0.0484910901715675,0.01746339775374157,1685,0.002309753771206669,0.003622201417359864
max_period_days,0.45236516880534117,0.45236516880534117,0.04763483119465883,0.016602182394252284,1685,29.12899807861513,29.745536782545653
stream_activity_ratio90,0.4525052480388907,0.44942650623268704,0.047494751961109305,0.018619224629990088,1641,1.1998807551673167,1.257527371927287
max_last_dom,0.4536732326341209,0.4536732326341209,0.046326767365879096,0.01650038985188677,1685,20.20408163265306,21.535962877030162
max_days_to_next,0.4543460075445491,0.4543460075445491,0.045653992455450876,0.01651782710578653,1685,17.945631302506534,19.2070531669917
min_missed_last3,0.5446586407184684,0.5446586407184684,0.04465864071846837,0.00714772752410201,1685,0.14540816326530612,0.03634957463263728
max_next_dom,0.4558365689663336,0.4558365689663336,0.04416343103366638,0.0155985728437938,1685,18.3265306122449,19.53982985305491
past_churn_rate,0.54377476048424,0.54377476048424,0.043774760484240005,0.015468973405387986,1685,0.21794217687074827,0.17379479247228666
min_period_days,0.5435508310052559,0.5435508310052559,0.04355083100525592,0.017141309912464715,1685,27.347705676020407,26.878249950767664
min_phase,0.5412326183373581,0.5412326183373581,0.04123261833735814,0.016340769207813865,1685,0.37120899668005203,0.3358826613694456
min_median_amount,0.5406131129946178,0.5406131129946178,0.040613112994617784,0.018081913193659295,1685,35.15929846938776,28.378418406805878
prim_expected_minus_actual,0.4597883817099926,0.4597883817099926,0.04021161829000741,0.016170991751395886,1685,0.2106358161764271,0.34830154444480693
prim_gap_trend,0.4604562242530422,0.45659983329407283,0.03954377574695778,0.01678863561674697,1622,-0.009640326982157768,-0.0021543252831043368
max_refund_last2_full,0.5378766355730227,0.5378766355730227,0.03787663557302268,0.01458681047013904,1685,0.41836734693877553,0.34261407579273007
max_first_dom,0.4623048755465063,0.4623048755465063,0.03769512445349371,0.016521712921898492,1685,18.857142857142858,20.063418406805877
prim_amt_first_last,0.46265112773647743,0.46265112773647743,0.03734887226352257,0.018038606077379945,1685,0.0014140500817397788,0.0111245999317779
raw_n_decoy,0.5371870906135076,0.5371870906135076,0.037187090613507556,0.01562949785819664,1685,0.7372448979591837,0.6249033255993813
raw_salary_amt,0.5367905282762757,0.5374768727679532,0.036790528276275714,0.016503621242822657,1662,5195.870183727035,5008.105823575332
live_has_music,0.46460730463879285,0.46460730463879285,0.03539269536120715,0.012463390690910037,1685,0.20918367346938777,0.279969064191802
max_last_desc_diff,0.46481840996259294,0.46481840996259294,0.03518159003740706,0.014353507026792129,1685,0.6326530612244898,0.703016241299304
max_refund_rate,0.5337807977019114,0.5337807977019114,0.03378079770191145,0.014429340066080806,1685,0.17663723638616227,0.17759762340382154
max_last_gap_missed,0.5323375870069605,0.5323375870069605,0.032337587006960544,0.008910560124745498,1685,0.125,0.060324825986078884
prim_amt_n_changes,0.4677581009201825,0.4677581009201825,0.032241899079817504,0.015843722272679685,1685,4.066326530612245,4.391337973704563
raw_last_salary_days,0.5311469135217892,0.531992927113619,0.03114691352178922,0.0174093999963739,1662,82.32255547049674,71.93143441719431
prim_amt_trend,0.46889846425809306,0.46889846425809306,0.031101535741906938,0.01751609924718744,1685,-5.70824287362526e-05,0.0014121481820930186
max_amt_last_ratio,0.4700861783228373,0.4700861783228373,0.029913821677162722,0.01712060979889984,1685,1.0058818379182717,1.0075100753338877
prim_last_gap_late,0.47169215714127877,0.47169215714127877,0.028307842858721233,0.017902185893190006,1685,-0.04750419913121674,-0.011802756606703829
min_gap_mad_rel,0.5264473538835488,0.5264473538835488,0.026447353883548796,0.01776895071124066,1685,0.06345836193970929,0.05484398916939582
min_missed_rate,0.5263694224789683,0.5263694224789683,0.02636942247896834,0.008660697108176765,1685,0.036609428153545794,0.014281108148101872
live_has_mobile,0.47369173887652505,0.47369173887652505,0.026308261123474952,0.010837708987007331,1685,0.22193877551020408,0.2745552977571539
live_has_streaming,0.4744651340814748,0.4744651340814748,0.025534865918525218,0.013318092452291774,1685,0.22193877551020408,0.27300850734725446
prim_gap_mad_days,0.5251235064791577,0.5251235064791577,0.02512350647915773,0.017643788416027952,1685,2.09426943701381,1.923137644429764
min_refund_last_full,0.5249558059882886,0.5249558059882886,0.024955805988288615,0.008173830722221873,1685,0.10714285714285714,0.05723124516627997
min_gap_mad_days,0.5248038890730307,0.5248038890730307,0.02480388907303066,0.017592567663706652,1685,1.6870257889758913,1.5309089728712935
max_amt_last_logdev,0.5236773363637799,0.5236773363637799,0.02367733636377989,0.017507788422364074,1685,0.015300448809793738,0.014150042143320761
prim_last_gap_missed,0.5234149344192434,0.5234149344192434,0.02341493441924336,0.007493878507900454,1685,0.08163265306122448,0.03480278422273782
n_ended,0.5233922455293021,0.5233922455293021,0.02339224552930208,0.01418929597462868,1685,0.6147959183673469,0.534416086620263
prim_amt_last_up,0.5230696687027478,0.5230696687027478,0.023069668702747848,0.01992679500537773,1685,0.0011669222238973162,7.601428719151281e-05
raw_last_tx_days,0.5230351421310984,0.5230351421310984,0.023035142131098363,0.016376615043484914,1685,5.286327032549131,4.827730228294807
min_n_missed,0.5229424136243824,0.5229424136243824,0.02294241362438243,0.009106981101542011,1685,0.20918367346938777,0.1531322505800464
max_gap_mad_rel,0.4775833767381663,0.4775833767381663,0.02241662326183369,0.017224689425839032,1685,0.09331974597031743,0.09174854083207101
prim_missed_rate,0.5223386918572533,0.5223386918572533,0.022338691857253345,0.012115747835253944,1685,0.06301519879513577,0.03620668755518392
live_has_cloud,0.4777145777104345,0.4777145777104345,0.022285422289565482,0.012171404712232575,1685,0.21683673469387754,0.2614075792730085
min_last_desc_diff,0.5216471739507869,0.5216471739507869,0.021647173950786858,0.013169532465860407,1685,0.3673469387755102,0.32405259087393656
max_amt_last3_changes,0.5213285430181354,0.5213285430181354,0.02132854301813536,0.01485007693212928,1685,1.9872448979591837,1.922660479505027
min_amt_n_changes,0.5209161971052922,0.5209161971052922,0.020916197105292245,0.01516642782691484,1685,3.288265306122449,3.1051817478731634
min_amt_last_up,0.5205847420174566,0.5205847420174566,0.020584742017456636,0.01762885000412647,1685,-0.006820164109061089,-0.008022368112211216
raw_first_tx_days,0.4798828464100257,0.4798828464100257,0.02011715358997429,0.01684500946556273,1685,409.3679179953232,410.86650391352293
min_amt_trend,0.48060790441466616,0.48060790441466616,0.019392095585333835,0.0176458749524428,1685,-0.002410067037557136,-0.0010427922127604213
min_last_gap_missed,0.518820927442903,0.518820927442903,0.01882092744290298,0.005570766567308504,1685,0.04846938775510204,0.01082753286929621
max_last_gap_ratio,0.4814592310241962,0.4814592310241962,0.018540768975803812,0.017625699545737183,1685,1.1466873238310864,1.1067387616407034
prim_first_dom,0.5166536452167875,0.5166536452167875,0.01665364521678747,0.016412985442602456,1685,15.821428571428571,15.320185614849187
min_expected_minus_actual,0.5163626355414556,0.5163626355414556,0.01636263554145556,0.015952309286810865,1685,0.020077877448375945,0.03774464795688564
min_gap_trend,0.48380605142288935,0.48140866508416835,0.01619394857711065,0.017424906291435793,1622,-0.027634110780714035,-0.011134923131648763
min_amt_last_ratio,0.5155635920261376,0.5155635920261376,0.015563592026137552,0.018682439347618922,1685,0.9964799501368207,0.9961984544128358
prim_overdue,0.5154244992660637,0.5154244992660637,0.015424499266063707,0.019703133809126538,1685,0.6592194322281082,0.6211426107211951
prim_gap_mad_rel,0.5151147465946936,0.5151147465946936,0.015114746594693584,0.017233476591268174,1685,0.08197470810059496,0.07389484381452602
min_amt_first_last,0.48491780703000453,0.48491780703000453,0.015082192969995467,0.019031916267590286,1685,-0.006376258303086754,-0.0016455782012193166
max_overdue,0.514974667361144,0.514974667361144,0.014974667361143945,0.01845159759112886,1685,0.723785668029347,0.6907785397313125
max_n_refunds,0.5148562905440599,0.5148562905440599,0.014856290544059902,0.013619481339989279,1685,1.0357142857142858,1.271461716937355
max_missed_rate,0.5146057262812318,0.5146057262812318,0.014605726281231801,0.01304367063543916,1685,0.0896080645461648,0.0625700461205321
prim_refund_last_full,0.5140355446122765,0.5140355446122765,0.014035544612276518,0.01067949240546484,1685,0.17346938775510204,0.1453982985305491
max_gap_mad_days,0.48664512208595734,0.48664512208595734,0.013354877914042662,0.016906908958142085,1685,2.4214493366067495,2.415533100389801
min_last_gap_ratio,0.5129070189560743,0.5129070189560743,0.012907018956074268,0.019282250733897884,1685,0.9620455414103344,0.9527156196028894
raw_safe_activity_ratio60,0.487511245797623,0.487511245797623,0.012488754202376995,0.015873886556889084,1685,1.0094718608599453,0.9889949254906304
prim_days_since_last,0.5114312546364254,0.5114312546364254,0.011431254636425359,0.018906501704453883,1685,18.399645042044597,17.304730994528946
prim_n_missed,0.5108176681345392,0.5108176681345392,0.010817668134539216,0.011509652516476523,1685,0.36989795918367346,0.3843774168600155
prim_amt_last_ratio,0.4895759347822656,0.4895759347822656,0.010424065217734424,0.01794156292078313,1685,1.0010602326353168,1.0019562246736535
n_short,0.4895956642517796,0.4895956642517796,0.010404335748220417,0.01550155973822135,1685,1.058673469387755,1.1075019334880123
raw_shop_activity_ratio60,0.4897752024243572,0.4897752024243572,0.010224797575642819,0.01632743154890441,1685,0.9581737358313671,0.9616435523270832
max_days_since_last,0.5099673279984848,0.5099673279984848,0.009967327998484765,0.018416098277673685,1685,20.67127559878118,19.668471148062213
max_n_missed,0.49055550294363687,0.49055550294363687,0.009444497056363133,0.011983228218208611,1685,0.5,0.6117556071152359
prim_gap_recent_minus_all,0.4914906797986016,0.4914906797986016,0.008509320201398385,0.015569755703010854,1685,-0.010251608638186568,-0.005319990004509341
live_has_insurance,0.4927089745410925,0.4927089745410925,0.007291025458907474,0.012817330043358647,1685,0.2576530612244898,0.2722351121423047
max_amt_last_up,0.5068293558722793,0.5068293558722793,0.006829355872279286,0.01835985306257236,1685,0.009260669394608761,0.008936443198743697
prim_period_days,0.5062502959420427,0.5062502959420427,0.006250295942042738,0.015490502514856551,1685,27.884436752999815,27.864990501814734
prim_refund_last_partial,0.5061407973862398,0.5061407973862398,0.006140797386239849,0.005081906384154716,1685,0.03316326530612245,0.02088167053364269
min_refund_last_partial,0.5061062708145904,0.5061062708145904,0.006106270814590364,0.003310537172620415,1685,0.015306122448979591,0.0030935808197989174
prim_last_gap_ratio,0.4952708461574885,0.4952708461574885,0.004729153842511491,0.015480822124653569,1685,1.0438724032512607,1.0237896275741423
prim_median_amount,0.5040228388339094,0.5040228388339094,0.0040228388339094145,0.01784081298262667,1685,45.87718112244898,43.44677494199536
raw_safe_activity_ratio30,0.4961843205959879,0.4961843205959879,0.003815679404012118,0.015234813022829566,1685,1.0455165550028227,0.9812576217307307
max_refund_last_full,0.5036923702195495,0.5036923702195495,0.00369237021954949,0.012741531633272721,1685,0.25255102040816324,0.2451662799690642
max_refund_last_partial,0.5034279953280616,0.5034279953280616,0.003427995328061595,0.006961885175738074,1685,0.058673469387755105,0.051817478731631866
prim_last_desc_diff,0.5014629401644648,0.5014629401644648,0.0014629401644647988,0.014187276177365303,1685,0.5280612244897959,0.5251353441608662
min_last_gap_late,0.4998224347743738,0.4998224347743738,0.00017756522562617505,0.016893581034355003,1685,-0.09275818664160079,-0.060273472520764725
